Date,Time,Activity,White Light,Sleep/Wake
3/1/2019,11:28:30 AM,0,0,0
3/1/2019,11:29:00 AM,0,0,0
3/1/2019,11:29:30 AM,0,0,0
3/1/2019,11:30:00 AM,0,0,0
3/1/2019,11:30:30 AM,0,0,0
3/1/2019,11:31:00 AM,0,0,0
3/1/2019,11:31:30 AM,0,0,0
3/1/2019,11:32:00 AM,0,0,0
3/1/2019,11:32:30 AM,0,0,0
3/1/2019,11:33:00 AM,0,0,0
3/1/2019,11:33:30 AM,0,0,0
3/1/2019,11:34:00 AM,0,0,0
3/1/2019,11:34:30 AM,0,0,0
3/1/2019,11:35:00 AM,11,0,0
3/1/2019,11:35:30 AM,0,0,0
3/1/2019,11:36:00 AM,0,0,0
3/1/2019,11:36:30 AM,0,0,0
3/1/2019,11:37:00 AM,0,0,0
3/1/2019,11:37:30 AM,0,0,0
3/1/2019,11:38:00 AM,0,0,0
3/1/2019,11:38:30 AM,0,0,0
3/1/2019,11:39:00 AM,0,0,0
3/1/2019,11:39:30 AM,0,0,0
3/1/2019,11:40:00 AM,0,0,0
3/1/2019,11:40:30 AM,0,0,0
3/1/2019,11:41:00 AM,0,0,0
3/1/2019,11:41:30 AM,0,0,0
3/1/2019,11:42:00 AM,0,0,0
3/1/2019,11:42:30 AM,0,0,0
3/1/2019,11:43:00 AM,0,0,0
3/1/2019,11:43:30 AM,0,0,0
3/1/2019,11:44:00 AM,0,0,0
3/1/2019,11:44:30 AM,0,0,0
3/1/2019,11:45:00 AM,0,0,0
3/1/2019,11:45:30 AM,0,0,0
3/1/2019,11:46:00 AM,0,0,0
3/1/2019,11:46:30 AM,0,0,0
3/1/2019,11:47:00 AM,0,0,0
3/1/2019,11:47:30 AM,0,0,0
3/1/2019,11:48:00 AM,0,0,0
3/1/2019,11:48:30 AM,0,0,0
3/1/2019,11:49:00 AM,0,0,0
3/1/2019,11:49:30 AM,0,0,0
3/1/2019,11:50:00 AM,0,0,0
3/1/2019,11:50:30 AM,0,0,0
3/1/2019,11:51:00 AM,0,0,0
3/1/2019,11:51:30 AM,0,0,0
3/1/2019,11:52:00 AM,0,0,0
3/1/2019,11:52:30 AM,0,0,0
3/1/2019,11:53:00 AM,0,0,0
3/1/2019,11:53:30 AM,0,0,0
3/1/2019,11:54:00 AM,0,0,0
3/1/2019,11:54:30 AM,0,0,0
3/1/2019,11:55:00 AM,0,0,0
3/1/2019,11:55:30 AM,0,0,0
3/1/2019,11:56:00 AM,0,0,0
3/1/2019,11:56:30 AM,0,0,0
3/1/2019,11:57:00 AM,0,0,0
3/1/2019,11:57:30 AM,0,0,0
3/1/2019,11:58:00 AM,0,0,0
3/1/2019,11:58:30 AM,0,0,0
3/1/2019,11:59:00 AM,0,0,0
3/1/2019,11:59:30 AM,0,0,0
3/1/2019,12:00:00 PM,0,0,0
3/1/2019,12:00:30 PM,0,0,0
3/1/2019,12:01:00 PM,0,0,0
3/1/2019,12:01:30 PM,0,0,0
3/1/2019,12:02:00 PM,0,0,0
3/1/2019,12:02:30 PM,0,0,0
3/1/2019,12:03:00 PM,0,0,0
3/1/2019,12:03:30 PM,0,0,0
3/1/2019,12:04:00 PM,0,0,0
3/1/2019,12:04:30 PM,0,0,0
3/1/2019,12:05:00 PM,0,0,0
3/1/2019,12:05:30 PM,0,0,0
3/1/2019,12:06:00 PM,0,0,0
3/1/2019,12:06:30 PM,0,0,0
3/1/2019,12:07:00 PM,0,0,0
3/1/2019,12:07:30 PM,0,0,0
3/1/2019,12:08:00 PM,0,0,0
3/1/2019,12:08:30 PM,0,0,0
3/1/2019,12:09:00 PM,0,0,0
3/1/2019,12:09:30 PM,0,0,0
3/1/2019,12:10:00 PM,0,0,0
3/1/2019,12:10:30 PM,0,0,0
3/1/2019,12:11:00 PM,0,0,0
3/1/2019,12:11:30 PM,0,0,0
3/1/2019,12:12:00 PM,0,0,0
3/1/2019,12:12:30 PM,0,0,0
3/1/2019,12:13:00 PM,0,0,0
3/1/2019,12:13:30 PM,0,0,0
3/1/2019,12:14:00 PM,0,0,0
3/1/2019,12:14:30 PM,0,0,0
3/1/2019,12:15:00 PM,0,0,0
3/1/2019,12:15:30 PM,0,0,0
3/1/2019,12:16:00 PM,0,0,0
3/1/2019,12:16:30 PM,0,0,0
3/1/2019,12:17:00 PM,0,0,0
3/1/2019,12:17:30 PM,0,0,0
3/1/2019,12:18:00 PM,0,0,0
3/1/2019,12:18:30 PM,0,0,0
3/1/2019,12:19:00 PM,0,0,0
3/1/2019,12:19:30 PM,0,0,0
3/1/2019,12:20:00 PM,0,0,0
3/1/2019,12:20:30 PM,0,0,0
3/1/2019,12:21:00 PM,0,0,0
3/1/2019,12:21:30 PM,4,0,0
3/1/2019,12:22:00 PM,0,0,0
3/1/2019,12:22:30 PM,0,0,0
3/1/2019,12:23:00 PM,0,0,0
3/1/2019,12:23:30 PM,0,0,0
3/1/2019,12:24:00 PM,0,0,0
3/1/2019,12:24:30 PM,0,0,0
3/1/2019,12:25:00 PM,0,0,0
3/1/2019,12:25:30 PM,0,0,0
3/1/2019,12:26:00 PM,0,0,0
3/1/2019,12:26:30 PM,0,0,0
3/1/2019,12:27:00 PM,0,0,0
3/1/2019,12:27:30 PM,0,0,0
3/1/2019,12:28:00 PM,0,0,0
3/1/2019,12:28:30 PM,0,0,0
3/1/2019,12:29:00 PM,0,0,0
3/1/2019,12:29:30 PM,0,0,0
3/1/2019,12:30:00 PM,0,0,0
3/1/2019,12:30:30 PM,0,0,0
3/1/2019,12:31:00 PM,0,0,0
3/1/2019,12:31:30 PM,0,0,0
3/1/2019,12:32:00 PM,0,0,0
3/1/2019,12:32:30 PM,0,0,0
3/1/2019,12:33:00 PM,0,0,0
3/1/2019,12:33:30 PM,0,0,0
3/1/2019,12:34:00 PM,0,0,0
3/1/2019,12:34:30 PM,0,0,0
3/1/2019,12:35:00 PM,0,0,0
3/1/2019,12:35:30 PM,0,0,0
3/1/2019,12:36:00 PM,5,0,0
3/1/2019,12:36:30 PM,0,0,0
3/1/2019,12:37:00 PM,0,0,0
3/1/2019,12:37:30 PM,0,0,0
3/1/2019,12:38:00 PM,0,0,0
3/1/2019,12:38:30 PM,0,0,0
3/1/2019,12:39:00 PM,0,0,0
3/1/2019,12:39:30 PM,0,0,0
3/1/2019,12:40:00 PM,0,0,0
3/1/2019,12:40:30 PM,0,0,0
3/1/2019,12:41:00 PM,0,0,0
3/1/2019,12:41:30 PM,0,0,0
3/1/2019,12:42:00 PM,0,0,0
3/1/2019,12:42:30 PM,0,0,0
3/1/2019,12:43:00 PM,0,0,0
3/1/2019,12:43:30 PM,0,0,0
3/1/2019,12:44:00 PM,0,0,0
3/1/2019,12:44:30 PM,0,0,0
3/1/2019,12:45:00 PM,0,0,0
3/1/2019,12:45:30 PM,0,0,0
3/1/2019,12:46:00 PM,0,0,0
3/1/2019,12:46:30 PM,0,0,0
3/1/2019,12:47:00 PM,0,0,0
3/1/2019,12:47:30 PM,0,0,0
3/1/2019,12:48:00 PM,0,0,0
3/1/2019,12:48:30 PM,0,0,0
3/1/2019,12:49:00 PM,0,0,0
3/1/2019,12:49:30 PM,0,0,0
3/1/2019,12:50:00 PM,0,0,0
3/1/2019,12:50:30 PM,0,0,0
3/1/2019,12:51:00 PM,0,0,0
3/1/2019,12:51:30 PM,0,0,0
3/1/2019,12:52:00 PM,0,0,0
3/1/2019,12:52:30 PM,0,0,0
3/1/2019,12:53:00 PM,0,0,0
3/1/2019,12:53:30 PM,0,0,0
3/1/2019,12:54:00 PM,0,0,0
3/1/2019,12:54:30 PM,0,0,0
3/1/2019,12:55:00 PM,0,0,0
3/1/2019,12:55:30 PM,0,0,0
3/1/2019,12:56:00 PM,0,0,0
3/1/2019,12:56:30 PM,0,0,0
3/1/2019,12:57:00 PM,0,0,0
3/1/2019,12:57:30 PM,0,0,0
3/1/2019,12:58:00 PM,13,0,0
3/1/2019,12:58:30 PM,0,0,0
3/1/2019,12:59:00 PM,0,0,1
3/1/2019,12:59:30 PM,7,0,1
3/1/2019,1:00:00 PM,245,0,1
3/1/2019,1:00:30 PM,208,0,1
3/1/2019,1:01:00 PM,245,4.92,1
3/1/2019,1:01:30 PM,201,18.68,1
3/1/2019,1:02:00 PM,15,24.93,1
3/1/2019,1:02:30 PM,64,21.96,1
3/1/2019,1:03:00 PM,159,12.46,1
3/1/2019,1:03:30 PM,85,14.4,1
3/1/2019,1:04:00 PM,182,53.19,1
3/1/2019,1:04:30 PM,170,2.47,1
3/1/2019,1:05:00 PM,7,0,1
3/1/2019,1:05:30 PM,0,0,1
3/1/2019,1:06:00 PM,7,0,0
3/1/2019,1:06:30 PM,0,0,0
3/1/2019,1:07:00 PM,2,0,0
3/1/2019,1:07:30 PM,0,0,0
3/1/2019,1:08:00 PM,0,0,0
3/1/2019,1:08:30 PM,0,0,0
3/1/2019,1:09:00 PM,0,0,0
3/1/2019,1:09:30 PM,0,0,0
3/1/2019,1:10:00 PM,0,0,0
3/1/2019,1:10:30 PM,0,0,0
3/1/2019,1:11:00 PM,0,0,0
3/1/2019,1:11:30 PM,0,0,0
3/1/2019,1:12:00 PM,0,0,0
3/1/2019,1:12:30 PM,0,0,0
3/1/2019,1:13:00 PM,0,0,0
3/1/2019,1:13:30 PM,0,0,0
3/1/2019,1:14:00 PM,0,0,0
3/1/2019,1:14:30 PM,0,0,0
3/1/2019,1:15:00 PM,0,0,0
3/1/2019,1:15:30 PM,0,0,0
3/1/2019,1:16:00 PM,0,0,0
3/1/2019,1:16:30 PM,0,0,0
3/1/2019,1:17:00 PM,0,0,0
3/1/2019,1:17:30 PM,0,0,0
3/1/2019,1:18:00 PM,0,0,0
3/1/2019,1:18:30 PM,0,0,0
3/1/2019,1:19:00 PM,0,0,0
3/1/2019,1:19:30 PM,0,0,0
3/1/2019,1:20:00 PM,0,0,0
3/1/2019,1:20:30 PM,0,0,0
3/1/2019,1:21:00 PM,0,0,0
3/1/2019,1:21:30 PM,0,0,0
3/1/2019,1:22:00 PM,0,0,0
3/1/2019,1:22:30 PM,0,0,0
3/1/2019,1:23:00 PM,0,0,0
3/1/2019,1:23:30 PM,0,0,0
3/1/2019,1:24:00 PM,0,0,0
3/1/2019,1:24:30 PM,0,0,0
3/1/2019,1:25:00 PM,0,0,0
3/1/2019,1:25:30 PM,0,0,0
3/1/2019,1:26:00 PM,0,0,0
3/1/2019,1:26:30 PM,0,0,0
3/1/2019,1:27:00 PM,0,0,0
3/1/2019,1:27:30 PM,0,0,0
3/1/2019,1:28:00 PM,0,0,0
3/1/2019,1:28:30 PM,0,0,0
3/1/2019,1:29:00 PM,0,0,0
3/1/2019,1:29:30 PM,0,0,0
3/1/2019,1:30:00 PM,0,0,0
3/1/2019,1:30:30 PM,0,0,0
3/1/2019,1:31:00 PM,0,0,0
3/1/2019,1:31:30 PM,0,0,0
3/1/2019,1:32:00 PM,0,0,0
3/1/2019,1:32:30 PM,0,0,0
3/1/2019,1:33:00 PM,0,0,0
3/1/2019,1:33:30 PM,0,0,0
3/1/2019,1:34:00 PM,0,0,0
3/1/2019,1:34:30 PM,0,0,0
3/1/2019,1:35:00 PM,0,0,0
3/1/2019,1:35:30 PM,0,0,0
3/1/2019,1:36:00 PM,0,0,0
3/1/2019,1:36:30 PM,0,0,0
3/1/2019,1:37:00 PM,0,0,0
3/1/2019,1:37:30 PM,8,0,0
3/1/2019,1:38:00 PM,0,0,0
3/1/2019,1:38:30 PM,0,0,0
3/1/2019,1:39:00 PM,0,0,0
3/1/2019,1:39:30 PM,0,0,0
3/1/2019,1:40:00 PM,0,0,0
3/1/2019,1:40:30 PM,0,0,0
3/1/2019,1:41:00 PM,0,0,0
3/1/2019,1:41:30 PM,0,0,0
3/1/2019,1:42:00 PM,0,0,0
3/1/2019,1:42:30 PM,0,0,0
3/1/2019,1:43:00 PM,0,0,0
3/1/2019,1:43:30 PM,0,0,0
3/1/2019,1:44:00 PM,0,0,0
3/1/2019,1:44:30 PM,0,0,0
3/1/2019,1:45:00 PM,0,0,0
3/1/2019,1:45:30 PM,0,0,0
3/1/2019,1:46:00 PM,0,0,0
3/1/2019,1:46:30 PM,0,0,0
3/1/2019,1:47:00 PM,0,0,0
3/1/2019,1:47:30 PM,0,0,0
3/1/2019,1:48:00 PM,0,0,0
3/1/2019,1:48:30 PM,0,0,0
3/1/2019,1:49:00 PM,0,0,0
3/1/2019,1:49:30 PM,0,0,0
3/1/2019,1:50:00 PM,0,0,0
3/1/2019,1:50:30 PM,0,0,0
3/1/2019,1:51:00 PM,0,0,0
3/1/2019,1:51:30 PM,0,0,0
3/1/2019,1:52:00 PM,0,0,0
3/1/2019,1:52:30 PM,0,0,0
3/1/2019,1:53:00 PM,0,0,0
3/1/2019,1:53:30 PM,0,0,0
3/1/2019,1:54:00 PM,0,0,0
3/1/2019,1:54:30 PM,0,0,0
3/1/2019,1:55:00 PM,0,0,0
3/1/2019,1:55:30 PM,0,0,0
3/1/2019,1:56:00 PM,36,0,1
3/1/2019,1:56:30 PM,5,0,0
3/1/2019,1:57:00 PM,0,0,0
3/1/2019,1:57:30 PM,0,0,0
3/1/2019,1:58:00 PM,0,0,0
3/1/2019,1:58:30 PM,0,0,0
3/1/2019,1:59:00 PM,13,0,1
3/1/2019,1:59:30 PM,34,0,1
3/1/2019,2:00:00 PM,34,0,1
3/1/2019,2:00:30 PM,13,0,1
3/1/2019,2:01:00 PM,12,0,0
3/1/2019,2:01:30 PM,13,0,0
3/1/2019,2:02:00 PM,0,0,0
3/1/2019,2:02:30 PM,16,0,0
3/1/2019,2:03:00 PM,0,0,0
3/1/2019,2:03:30 PM,0,0,0
3/1/2019,2:04:00 PM,0,0,0
3/1/2019,2:04:30 PM,15,0,0
3/1/2019,2:05:00 PM,0,0,0
3/1/2019,2:05:30 PM,0,0,0
3/1/2019,2:06:00 PM,0,0,0
3/1/2019,2:06:30 PM,6,0,0
3/1/2019,2:07:00 PM,25,0,1
3/1/2019,2:07:30 PM,67,0,1
3/1/2019,2:08:00 PM,56,0,1
3/1/2019,2:08:30 PM,0,0,0
3/1/2019,2:09:00 PM,16,0,1
3/1/2019,2:09:30 PM,8,0,0
3/1/2019,2:10:00 PM,0,0,0
3/1/2019,2:10:30 PM,0,0,0
3/1/2019,2:11:00 PM,18,0,1
3/1/2019,2:11:30 PM,17,0,1
3/1/2019,2:12:00 PM,36,0,1
3/1/2019,2:12:30 PM,0,0,0
3/1/2019,2:13:00 PM,0,0,0
3/1/2019,2:13:30 PM,0,0,0
3/1/2019,2:14:00 PM,0,0,0
3/1/2019,2:14:30 PM,2,0,0
3/1/2019,2:15:00 PM,0,0,0
3/1/2019,2:15:30 PM,0,0,0
3/1/2019,2:16:00 PM,0,0,0
3/1/2019,2:16:30 PM,0,0,1
3/1/2019,2:17:00 PM,0,0,1
3/1/2019,2:17:30 PM,245,0,1
3/1/2019,2:18:00 PM,194,0,1
3/1/2019,2:18:30 PM,91,0,NaN
3/1/2019,2:19:00 PM,164,0,NaN
3/1/2019,2:19:30 PM,NaN,NaN,NaN
3/1/2019,2:20:00 PM,NaN,NaN,NaN
3/1/2019,2:20:30 PM,NaN,NaN,NaN
3/1/2019,2:21:00 PM,NaN,NaN,NaN
3/1/2019,2:21:30 PM,NaN,NaN,NaN
3/1/2019,2:22:00 PM,NaN,NaN,NaN
3/1/2019,2:22:30 PM,NaN,NaN,NaN
3/1/2019,2:23:00 PM,NaN,NaN,NaN
3/1/2019,2:23:30 PM,NaN,NaN,NaN
3/1/2019,2:24:00 PM,NaN,NaN,NaN
3/1/2019,2:24:30 PM,NaN,NaN,NaN
3/1/2019,2:25:00 PM,NaN,NaN,NaN
3/1/2019,2:25:30 PM,NaN,NaN,NaN
3/1/2019,2:26:00 PM,NaN,NaN,NaN
3/1/2019,2:26:30 PM,NaN,NaN,NaN
3/1/2019,2:27:00 PM,NaN,NaN,NaN
3/1/2019,2:27:30 PM,NaN,NaN,NaN
3/1/2019,2:28:00 PM,NaN,NaN,NaN
3/1/2019,2:28:30 PM,NaN,NaN,NaN
3/1/2019,2:29:00 PM,NaN,NaN,NaN
3/1/2019,2:29:30 PM,NaN,NaN,NaN
3/1/2019,2:30:00 PM,NaN,NaN,NaN
3/1/2019,2:30:30 PM,NaN,NaN,NaN
3/1/2019,2:31:00 PM,NaN,NaN,NaN
3/1/2019,2:31:30 PM,NaN,NaN,NaN
3/1/2019,2:32:00 PM,NaN,NaN,NaN
3/1/2019,2:32:30 PM,NaN,NaN,NaN
3/1/2019,2:33:00 PM,79,53.63,NaN
3/1/2019,2:33:30 PM,170,45.04,NaN
3/1/2019,2:34:00 PM,73,3.68,1
3/1/2019,2:34:30 PM,222,6.93,1
3/1/2019,2:35:00 PM,279,3.92,1
3/1/2019,2:35:30 PM,25,3.93,1
3/1/2019,2:36:00 PM,237,3.04,1
3/1/2019,2:36:30 PM,261,4.23,1
3/1/2019,2:37:00 PM,531,5.2,1
3/1/2019,2:37:30 PM,398,7.14,1
3/1/2019,2:38:00 PM,222,176.67,1
3/1/2019,2:38:30 PM,164,3.23,1
3/1/2019,2:39:00 PM,361,0.69,1
3/1/2019,2:39:30 PM,164,8.79,1
3/1/2019,2:40:00 PM,154,5.93,1
3/1/2019,2:40:30 PM,54,4.83,1
3/1/2019,2:41:00 PM,82,5.23,1
3/1/2019,2:41:30 PM,8,15.67,1
3/1/2019,2:42:00 PM,0,18.22,0
3/1/2019,2:42:30 PM,0,19.84,0
3/1/2019,2:43:00 PM,5,12.21,0
3/1/2019,2:43:30 PM,26,13.13,1
3/1/2019,2:44:00 PM,16,20.76,1
3/1/2019,2:44:30 PM,17,7.17,1
3/1/2019,2:45:00 PM,54,8.29,1
3/1/2019,2:45:30 PM,17,16.41,1
3/1/2019,2:46:00 PM,16,7.49,1
3/1/2019,2:46:30 PM,0,18.67,0
3/1/2019,2:47:00 PM,0,21.94,0
3/1/2019,2:47:30 PM,2,22.16,0
3/1/2019,2:48:00 PM,22,8.95,1
3/1/2019,2:48:30 PM,20,10.84,1
3/1/2019,2:49:00 PM,12,19.84,0
3/1/2019,2:49:30 PM,13,7.55,1
3/1/2019,2:50:00 PM,18,8.24,1
3/1/2019,2:50:30 PM,15,11.66,1
3/1/2019,2:51:00 PM,0,10.83,0
3/1/2019,2:51:30 PM,32,7.49,1
3/1/2019,2:52:00 PM,11,9.23,0
3/1/2019,2:52:30 PM,12,8.74,1
3/1/2019,2:53:00 PM,30,10.24,1
3/1/2019,2:53:30 PM,32,12.23,1
3/1/2019,2:54:00 PM,15,8.45,1
3/1/2019,2:54:30 PM,7,7.23,0
3/1/2019,2:55:00 PM,0,7.44,0
3/1/2019,2:55:30 PM,13,7.41,1
3/1/2019,2:56:00 PM,21,13.59,1
3/1/2019,2:56:30 PM,19,11.15,1
3/1/2019,2:57:00 PM,42,7.23,1
3/1/2019,2:57:30 PM,50,6.76,1
3/1/2019,2:58:00 PM,0,5.08,1
3/1/2019,2:58:30 PM,154,4.38,1
3/1/2019,2:59:00 PM,253,4.13,1
3/1/2019,2:59:30 PM,194,9.86,1
3/1/2019,3:00:00 PM,237,14.97,1
3/1/2019,3:00:30 PM,125,11.29,1
3/1/2019,3:01:00 PM,6,8.05,1
3/1/2019,3:01:30 PM,5,8.17,1
3/1/2019,3:02:00 PM,24,10.6,1
3/1/2019,3:02:30 PM,0,72.98,1
3/1/2019,3:03:00 PM,17,88.12,1
3/1/2019,3:03:30 PM,101,6.32,1
3/1/2019,3:04:00 PM,188,1341.92,1
3/1/2019,3:04:30 PM,101,863.06,1
3/1/2019,3:05:00 PM,201,158.46,1
3/1/2019,3:05:30 PM,170,3424.36,1
3/1/2019,3:06:00 PM,79,5230.31,1
3/1/2019,3:06:30 PM,188,5573.25,1
3/1/2019,3:07:00 PM,58,4874.23,1
3/1/2019,3:07:30 PM,30,4583.84,1
3/1/2019,3:08:00 PM,67,2937.18,1
3/1/2019,3:08:30 PM,32,1985.38,1
3/1/2019,3:09:00 PM,56,2044.37,1
3/1/2019,3:09:30 PM,79,2423.15,1
3/1/2019,3:10:00 PM,79,2356.48,1
3/1/2019,3:10:30 PM,79,2488.97,1
3/1/2019,3:11:00 PM,40,2509.97,1
3/1/2019,3:11:30 PM,60,2473.12,1
3/1/2019,3:12:00 PM,44,2241.67,1
3/1/2019,3:12:30 PM,52,1750.78,1
3/1/2019,3:13:00 PM,164,2245.69,1
3/1/2019,3:13:30 PM,182,3033.86,1
3/1/2019,3:14:00 PM,215,2235.16,1
3/1/2019,3:14:30 PM,60,2874.01,1
3/1/2019,3:15:00 PM,38,4241.13,1
3/1/2019,3:15:30 PM,117,3409.45,1
3/1/2019,3:16:00 PM,101,4019.04,1
3/1/2019,3:16:30 PM,182,15357.04,1
3/1/2019,3:17:00 PM,20,5560.26,1
3/1/2019,3:17:30 PM,105,2687.77,1
3/1/2019,3:18:00 PM,101,4772.19,1
3/1/2019,3:18:30 PM,67,2615.38,1
3/1/2019,3:19:00 PM,208,2333.07,1
3/1/2019,3:19:30 PM,79,899.78,1
3/1/2019,3:20:00 PM,28,124.08,1
3/1/2019,3:20:30 PM,85,28.04,1
3/1/2019,3:21:00 PM,109,2158.12,1
3/1/2019,3:21:30 PM,48,3142.78,1
3/1/2019,3:22:00 PM,54,622.77,1
3/1/2019,3:22:30 PM,154,4049.09,1
3/1/2019,3:23:00 PM,134,2297.79,1
3/1/2019,3:23:30 PM,12,2224.99,1
3/1/2019,3:24:00 PM,91,1895.78,1
3/1/2019,3:24:30 PM,60,1550.43,1
3/1/2019,3:25:00 PM,105,3510.08,1
3/1/2019,3:25:30 PM,48,1848.56,1
3/1/2019,3:26:00 PM,125,3046.08,1
3/1/2019,3:26:30 PM,125,3038.5,1
3/1/2019,3:27:00 PM,208,3413.1,1
3/1/2019,3:27:30 PM,60,3536.01,1
3/1/2019,3:28:00 PM,29,2824.56,1
3/1/2019,3:28:30 PM,154,2154.19,1
3/1/2019,3:29:00 PM,21,3355.28,1
3/1/2019,3:29:30 PM,2,3263.55,1
3/1/2019,3:30:00 PM,0,3125.24,1
3/1/2019,3:30:30 PM,31,2907.62,1
3/1/2019,3:31:00 PM,97,3371.43,1
3/1/2019,3:31:30 PM,139,2843.64,1
3/1/2019,3:32:00 PM,101,2697.86,1
3/1/2019,3:32:30 PM,76,3067.3,1
3/1/2019,3:33:00 PM,288,2926.22,1
3/1/2019,3:33:30 PM,215,1965.3,1
3/1/2019,3:34:00 PM,188,6.59,1
3/1/2019,3:34:30 PM,85,4.12,1
3/1/2019,3:35:00 PM,0,3.91,1
3/1/2019,3:35:30 PM,28,3.91,1
3/1/2019,3:36:00 PM,222,3.7,1
3/1/2019,3:36:30 PM,194,3.52,1
3/1/2019,3:37:00 PM,229,4.5,1
3/1/2019,3:37:30 PM,194,11.32,1
3/1/2019,3:38:00 PM,245,26.51,1
3/1/2019,3:38:30 PM,222,17.7,1
3/1/2019,3:39:00 PM,222,24.09,1
3/1/2019,3:39:30 PM,97,6.71,1
3/1/2019,3:40:00 PM,85,7.03,1
3/1/2019,3:40:30 PM,82,9.01,1
3/1/2019,3:41:00 PM,29,3.46,1
3/1/2019,3:41:30 PM,62,6.22,1
3/1/2019,3:42:00 PM,164,3.61,1
3/1/2019,3:42:30 PM,91,3.95,1
3/1/2019,3:43:00 PM,9,3.9,1
3/1/2019,3:43:30 PM,14,5.27,1
3/1/2019,3:44:00 PM,2,4.99,0
3/1/2019,3:44:30 PM,0,5.02,0
3/1/2019,3:45:00 PM,6,4.78,0
3/1/2019,3:45:30 PM,5,4.56,0
3/1/2019,3:46:00 PM,2,4.13,0
3/1/2019,3:46:30 PM,0,3.25,0
3/1/2019,3:47:00 PM,0,4.81,0
3/1/2019,3:47:30 PM,0,4.78,0
3/1/2019,3:48:00 PM,2,4.78,0
3/1/2019,3:48:30 PM,0,4.78,0
3/1/2019,3:49:00 PM,36,4.85,1
3/1/2019,3:49:30 PM,10,5.75,1
3/1/2019,3:50:00 PM,159,8.24,1
3/1/2019,3:50:30 PM,0,4.99,0
3/1/2019,3:51:00 PM,0,4.99,0
3/1/2019,3:51:30 PM,2,5.23,0
3/1/2019,3:52:00 PM,0,5.7,0
3/1/2019,3:52:30 PM,0,5.21,0
3/1/2019,3:53:00 PM,0,5.21,0
3/1/2019,3:53:30 PM,0,5.23,0
3/1/2019,3:54:00 PM,0,5.21,0
3/1/2019,3:54:30 PM,0,5.23,0
3/1/2019,3:55:00 PM,2,4.99,0
3/1/2019,3:55:30 PM,0,5.21,0
3/1/2019,3:56:00 PM,0,5.21,0
3/1/2019,3:56:30 PM,0,5.21,0
3/1/2019,3:57:00 PM,0,5.23,1
3/1/2019,3:57:30 PM,73,7.34,1
3/1/2019,3:58:00 PM,398,21.5,1
3/1/2019,3:58:30 PM,129,3.92,1
3/1/2019,3:59:00 PM,270,10.14,1
3/1/2019,3:59:30 PM,14,3.7,1
3/1/2019,4:00:00 PM,58,2.22,1
3/1/2019,4:00:30 PM,82,6.12,1
3/1/2019,4:01:00 PM,97,5.42,1
3/1/2019,4:01:30 PM,82,11.16,1
3/1/2019,4:02:00 PM,40,4.23,1
3/1/2019,4:02:30 PM,73,4.92,1
3/1/2019,4:03:00 PM,125,3.69,1
3/1/2019,4:03:30 PM,10,6.8,1
3/1/2019,4:04:00 PM,6,3.52,1
3/1/2019,4:04:30 PM,8,3.9,0
3/1/2019,4:05:00 PM,23,5.96,1
3/1/2019,4:05:30 PM,11,6.86,1
3/1/2019,4:06:00 PM,3,5.63,0
3/1/2019,4:06:30 PM,36,7.03,1
3/1/2019,4:07:00 PM,17,4.85,1
3/1/2019,4:07:30 PM,82,7.83,1
3/1/2019,4:08:00 PM,48,5.66,1
3/1/2019,4:08:30 PM,2,3.68,0
3/1/2019,4:09:00 PM,0,3.28,0
3/1/2019,4:09:30 PM,13,3.25,1
3/1/2019,4:10:00 PM,21,6.25,1
3/1/2019,4:10:30 PM,15,6.86,1
3/1/2019,4:11:00 PM,8,5.88,1
3/1/2019,4:11:30 PM,31,5.91,1
3/1/2019,4:12:00 PM,36,5.45,1
3/1/2019,4:12:30 PM,82,6.8,1
3/1/2019,4:13:00 PM,31,5.06,1
3/1/2019,4:13:30 PM,18,5.7,1
3/1/2019,4:14:00 PM,2,8.08,0
3/1/2019,4:14:30 PM,24,5.91,1
3/1/2019,4:15:00 PM,32,4.81,1
3/1/2019,4:15:30 PM,6,5.86,0
3/1/2019,4:16:00 PM,0,5.64,1
3/1/2019,4:16:30 PM,18,7.07,1
3/1/2019,4:17:00 PM,139,9.4,1
3/1/2019,4:17:30 PM,22,4.38,1
3/1/2019,4:18:00 PM,279,46.3,1
3/1/2019,4:18:30 PM,117,3.23,1
3/1/2019,4:19:00 PM,97,5.3,1
3/1/2019,4:19:30 PM,253,9.23,1
3/1/2019,4:20:00 PM,36,8.24,1
3/1/2019,4:20:30 PM,0,8.33,1
3/1/2019,4:21:00 PM,23,8.04,1
3/1/2019,4:21:30 PM,0,8.04,0
3/1/2019,4:22:00 PM,0,8.04,0
3/1/2019,4:22:30 PM,0,8.04,0
3/1/2019,4:23:00 PM,0,8.04,0
3/1/2019,4:23:30 PM,0,8.04,0
3/1/2019,4:24:00 PM,0,8.04,0
3/1/2019,4:24:30 PM,0,8.04,0
3/1/2019,4:25:00 PM,40,8.45,1
3/1/2019,4:25:30 PM,10,7.97,0
3/1/2019,4:26:00 PM,9,8.24,0
3/1/2019,4:26:30 PM,0,8.04,0
3/1/2019,4:27:00 PM,20,8.44,1
3/1/2019,4:27:30 PM,0,8.04,0
3/1/2019,4:28:00 PM,0,8.04,0
3/1/2019,4:28:30 PM,0,7.76,0
3/1/2019,4:29:00 PM,0,7.76,0
3/1/2019,4:29:30 PM,3,7.76,0
